LC,total_area,caribou_density,season,pft,year,weighted_area
Sparsely vegetated,1952327993,Low,winter,Deciduous shrubs,weighted_area_end,206121770.9
Sparsely vegetated,1952327993,Low,winter,Evergreen shrubs,weighted_area_start,421277026.1
Sparsely vegetated,1952327993,Low,winter,Evergreen shrubs,weighted_area_end,430590551.8
Sparsely vegetated,1952327993,Low,winter,Forbs,weighted_area_start,29237902.91
Sparsely vegetated,1952327993,Low,winter,Forbs,weighted_area_end,28448236.45
Sparsely vegetated,1952327993,Low,winter,Alder,weighted_area_start,550192.2706
Sparsely vegetated,1952327993,Low,winter,Alder,weighted_area_end,1664041.482
Sparsely vegetated,1952327993,Low,winter,Birch,weighted_area_start,87578695.09
Sparsely vegetated,1952327993,Low,winter,Birch,weighted_area_end,102139350
Sparsely vegetated,1952327993,Low,winter,Graminoids,weighted_area_start,164611880.9
Sparsely vegetated,1952327993,Low,winter,Graminoids,weighted_area_end,159348907.5
Sparsely vegetated,1952327993,Low,winter,Willow,weighted_area_start,65637405.25
Sparsely vegetated,1952327993,Low,winter,Willow,weighted_area_end,64909228.09
Sparsely vegetated,1952327993,Low,winter,Lichens,weighted_area_start,310381858
Sparsely vegetated,1952327993,Low,winter,Lichens,weighted_area_end,319051851.6
Fen,888958891.8,Low,winter,Deciduous shrubs,weighted_area_start,271179178.7
Fen,888958891.8,Low,winter,Deciduous shrubs,weighted_area_end,288336705.1
Fen,888958891.8,Low,winter,Evergreen shrubs,weighted_area_start,146663650.6
Fen,888958891.8,Low,winter,Evergreen shrubs,weighted_area_end,148844301.8
Fen,888958891.8,Low,winter,Forbs,weighted_area_start,3072662.894
Fen,888958891.8,Low,winter,Forbs,weighted_area_end,4409993.859
Fen,888958891.8,Low,winter,Alder,weighted_area_start,7919767.306
Fen,888958891.8,Low,winter,Alder,weighted_area_end,16199064.42
Fen,888958891.8,Low,winter,Birch,weighted_area_start,167266071.3
Fen,888958891.8,Low,winter,Birch,weighted_area_end,174962878.9
Fen,888958891.8,Low,winter,Graminoids,weighted_area_start,66981122.75
Fen,888958891.8,Low,winter,Graminoids,weighted_area_end,53550808.13
Fen,888958891.8,Low,winter,Willow,weighted_area_start,67803383.22
Fen,888958891.8,Low,winter,Willow,weighted_area_end,64306571.86
Fen,888958891.8,Low,winter,Lichens,weighted_area_start,101083314.1
Fen,888958891.8,Low,winter,Lichens,weighted_area_end,92577685.91
Bog,4723094.118,Low,winter,Deciduous shrubs,weighted_area_start,30780
Bog,4723094.118,Low,winter,Deciduous shrubs,weighted_area_end,42057
Bog,4723094.118,Low,winter,Evergreen shrubs,weighted_area_start,617801.2941
Bog,4723094.118,Low,winter,Evergreen shrubs,weighted_area_end,627502.2353
Bog,4723094.118,Low,winter,Forbs,weighted_area_start,276075
Bog,4723094.118,Low,winter,Forbs,weighted_area_end,274769.4706
Bog,4723094.118,Low,winter,Alder,weighted_area_start,8613
Bog,4723094.118,Low,winter,Alder,weighted_area_end,12465
Bog,4723094.118,Low,winter,Birch,weighted_area_start,36495
Bog,4723094.118,Low,winter,Birch,weighted_area_end,37611
Bog,4723094.118,Low,winter,Graminoids,weighted_area_start,83491.41176
Bog,4723094.118,Low,winter,Graminoids,weighted_area_end,81470.64706
Bog,4723094.118,Low,winter,Willow,weighted_area_start,1647
Bog,4723094.118,Low,winter,Willow,weighted_area_end,2565
Bog,4723094.118,Low,winter,Lichens,weighted_area_start,467037
Bog,4723094.118,Low,winter,Lichens,weighted_area_end,414360.5294
Shallows/littoral,55800,Low,winter,Deciduous shrubs,weighted_area_start,0
Shallows/littoral,55800,Low,winter,Deciduous shrubs,weighted_area_end,1413
Shallows/littoral,55800,Low,winter,Evergreen shrubs,weighted_area_start,774
Shallows/littoral,55800,Low,winter,Evergreen shrubs,weighted_area_end,3150
Shallows/littoral,55800,Low,winter,Forbs,weighted_area_start,3384
Shallows/littoral,55800,Low,winter,Forbs,weighted_area_end,1548
Shallows/littoral,55800,Low,winter,Alder,weighted_area_start,369
Shallows/littoral,55800,Low,winter,Alder,weighted_area_end,774
Shallows/littoral,55800,Low,winter,Birch,weighted_area_start,18
Shallows/littoral,55800,Low,winter,Birch,weighted_area_end,306
Shallows/littoral,55800,Low,winter,Graminoids,weighted_area_start,5472
Shallows/littoral,55800,Low,winter,Graminoids,weighted_area_end,6498
Shallows/littoral,55800,Low,winter,Willow,weighted_area_start,1710
Shallows/littoral,55800,Low,winter,Willow,weighted_area_end,1413
Shallows/littoral,55800,Low,winter,Lichens,weighted_area_start,1215
Shallows/littoral,55800,Low,winter,Lichens,weighted_area_end,5985
Barren,819288307.1,Low,winter,Deciduous shrubs,weighted_area_start,29960319.81
Barren,819288307.1,Low,winter,Deciduous shrubs,weighted_area_end,36947571.92
Barren,819288307.1,Low,winter,Evergreen shrubs,weighted_area_start,149784067.3
Barren,819288307.1,Low,winter,Evergreen shrubs,weighted_area_end,152991532.5
Barren,819288307.1,Low,winter,Forbs,weighted_area_start,11210384.79
Barren,819288307.1,Low,winter,Forbs,weighted_area_end,9392346.741
Barren,819288307.1,Low,winter,Alder,weighted_area_start,339143.7529
Barren,819288307.1,Low,winter,Alder,weighted_area_end,747560.0471
Barren,819288307.1,Low,winter,Birch,weighted_area_start,13817498.19
Barren,819288307.1,Low,winter,Birch,weighted_area_end,17706654.56
Barren,819288307.1,Low,winter,Graminoids,weighted_area_start,20870126.47
Barren,819288307.1,Low,winter,Graminoids,weighted_area_end,22702887.85
Barren,819288307.1,Low,winter,Willow,weighted_area_start,13260855.46
Barren,819288307.1,Low,winter,Willow,weighted_area_end,12640605.99
Barren,819288307.1,Low,winter,Lichens,weighted_area_start,114120156.4
Barren,819288307.1,Low,winter,Lichens,weighted_area_end,120587831.6
Water,90900,Low,winter,Deciduous shrubs,weighted_area_start,0
Water,90900,Low,winter,Deciduous shrubs,weighted_area_end,4788
Water,90900,Low,winter,Evergreen shrubs,weighted_area_start,207
Water,90900,Low,winter,Evergreen shrubs,weighted_area_end,5958
Water,90900,Low,winter,Forbs,weighted_area_start,5310
Water,90900,Low,winter,Forbs,weighted_area_end,2556
Water,90900,Low,winter,Alder,weighted_area_start,2547
Water,90900,Low,winter,Alder,weighted_area_end,2484
Water,90900,Low,winter,Birch,weighted_area_start,0
Water,90900,Low,winter,Birch,weighted_area_end,621
Water,90900,Low,winter,Graminoids,weighted_area_start,171
Water,90900,Low,winter,Graminoids,weighted_area_end,5274
Water,90900,Low,winter,Willow,weighted_area_start,6039
Water,90900,Low,winter,Willow,weighted_area_end,1503
Water,90900,Low,winter,Lichens,weighted_area_start,1557
Water,90900,Low,winter,Lichens,weighted_area_end,9783
Evergreen forest,544976100,Medium,winter,Deciduous shrubs,weighted_area_start,90759564
Evergreen forest,544976100,Medium,winter,Deciduous shrubs,weighted_area_end,103446099
Evergreen forest,544976100,Medium,winter,Evergreen shrubs,weighted_area_start,59262687
Evergreen forest,544976100,Medium,winter,Evergreen shrubs,weighted_area_end,58511313
Evergreen forest,544976100,Medium,winter,Forbs,weighted_area_start,1124055
Evergreen forest,544976100,Medium,winter,Forbs,weighted_area_end,1300149
Evergreen forest,544976100,Medium,winter,Alder,weighted_area_start,22810248
Evergreen forest,544976100,Medium,winter,Alder,weighted_area_end,30507408
Evergreen forest,544976100,Medium,winter,Birch,weighted_area_start,27348768
Evergreen forest,544976100,Medium,winter,Birch,weighted_area_end,29641716
Evergreen forest,544976100,Medium,winter,Graminoids,weighted_area_start,895302
Evergreen forest,544976100,Medium,winter,Graminoids,weighted_area_end,867087
Evergreen forest,544976100,Medium,winter,Willow,weighted_area_start,22254255
Evergreen forest,544976100,Medium,winter,Willow,weighted_area_end,21551274
Evergreen forest,544976100,Medium,winter,Lichens,weighted_area_start,65194587
Evergreen forest,544976100,Medium,winter,Lichens,weighted_area_end,53294130
Deciduous forest,18900,Medium,winter,Deciduous shrubs,weighted_area_start,6012
Deciduous forest,18900,Medium,winter,Deciduous shrubs,weighted_area_end,6381
Deciduous forest,18900,Medium,winter,Evergreen shrubs,weighted_area_start,2412
Deciduous forest,18900,Medium,winter,Evergreen shrubs,weighted_area_end,2331
Deciduous forest,18900,Medium,winter,Forbs,weighted_area_start,0
Deciduous forest,18900,Medium,winter,Forbs,weighted_area_end,0
Deciduous forest,18900,Medium,winter,Alder,weighted_area_start,1332
Deciduous forest,18900,Medium,winter,Alder,weighted_area_end,1575
Deciduous forest,18900,Medium,winter,Birch,weighted_area_start,2052
Deciduous forest,18900,Medium,winter,Birch,weighted_area_end,2340
Deciduous forest,18900,Medium,winter,Graminoids,weighted_area_start,216
Deciduous forest,18900,Medium,winter,Graminoids,weighted_area_end,0
Deciduous forest,18900,Medium,winter,Willow,weighted_area_start,1008
Deciduous forest,18900,Medium,winter,Willow,weighted_area_end,1044
Deciduous forest,18900,Medium,winter,Lichens,weighted_area_start,1278
Deciduous forest,18900,Medium,winter,Lichens,weighted_area_end,1080
Mixed forest,3582000,Medium,winter,Deciduous shrubs,weighted_area_start,1458540
Mixed forest,3582000,Medium,winter,Deciduous shrubs,weighted_area_end,1551960
Mixed forest,3582000,Medium,winter,Evergreen shrubs,weighted_area_start,512451
Mixed forest,3582000,Medium,winter,Evergreen shrubs,weighted_area_end,491400
Mixed forest,3582000,Medium,winter,Forbs,weighted_area_start,9072
Mixed forest,3582000,Medium,winter,Forbs,weighted_area_end,9738
Mixed forest,3582000,Medium,winter,Alder,weighted_area_start,216189
Mixed forest,3582000,Medium,winter,Alder,weighted_area_end,305361
Mixed forest,3582000,Medium,winter,Birch,weighted_area_start,600579
Mixed forest,3582000,Medium,winter,Birch,weighted_area_end,641610
Mixed forest,3582000,Medium,winter,Graminoids,weighted_area_start,111771
Mixed forest,3582000,Medium,winter,Graminoids,weighted_area_end,75168
Mixed forest,3582000,Medium,winter,Willow,weighted_area_start,279585
Mixed forest,3582000,Medium,winter,Willow,weighted_area_end,263016
Mixed forest,3582000,Medium,winter,Lichens,weighted_area_start,282024
Mixed forest,3582000,Medium,winter,Lichens,weighted_area_end,214416
Woodland,4220159400,Medium,winter,Deciduous shrubs,weighted_area_start,886434993
Woodland,4220159400,Medium,winter,Deciduous shrubs,weighted_area_end,983351619
Woodland,4220159400,Medium,winter,Evergreen shrubs,weighted_area_start,563225877
Woodland,4220159400,Medium,winter,Evergreen shrubs,weighted_area_end,553487148
Woodland,4220159400,Medium,winter,Forbs,weighted_area_start,8922600
Woodland,4220159400,Medium,winter,Forbs,weighted_area_end,11602845
Woodland,4220159400,Medium,winter,Alder,weighted_area_start,119632995
Woodland,4220159400,Medium,winter,Alder,weighted_area_end,177194646
Woodland,4220159400,Medium,winter,Birch,weighted_area_start,357412023
Woodland,4220159400,Medium,winter,Birch,weighted_area_end,377060886
Woodland,4220159400,Medium,winter,Graminoids,weighted_area_start,120783006
Woodland,4220159400,Medium,winter,Graminoids,weighted_area_end,91699011
Woodland,4220159400,Medium,winter,Willow,weighted_area_start,227902293
Woodland,4220159400,Medium,winter,Willow,weighted_area_end,226556379
Woodland,4220159400,Medium,winter,Lichens,weighted_area_start,533138580
Woodland,4220159400,Medium,winter,Lichens,weighted_area_end,441117423
Low shrub,1361063700,Medium,winter,Deciduous shrubs,weighted_area_start,430231842
Low shrub,1361063700,Medium,winter,Deciduous shrubs,weighted_area_end,454205007
Low shrub,1361063700,Medium,winter,Evergreen shrubs,weighted_area_start,229931379
Low shrub,1361063700,Medium,winter,Evergreen shrubs,weighted_area_end,224044911
Low shrub,1361063700,Medium,winter,Forbs,weighted_area_start,3114666
Low shrub,1361063700,Medium,winter,Forbs,weighted_area_end,4397616
Low shrub,1361063700,Medium,winter,Alder,weighted_area_start,22760451
Low shrub,1361063700,Medium,winter,Alder,weighted_area_end,36672093
Low shrub,1361063700,Medium,winter,Birch,weighted_area_start,251262792
Low shrub,1361063700,Medium,winter,Birch,weighted_area_end,265762161
Low shrub,1361063700,Medium,winter,Graminoids,weighted_area_start,101298312
Low shrub,1361063700,Medium,winter,Graminoids,weighted_area_end,79934823
Low shrub,1361063700,Medium,winter,Willow,weighted_area_start,83901852
Low shrub,1361063700,Medium,winter,Willow,weighted_area_end,84445533
Low shrub,1361063700,Medium,winter,Lichens,weighted_area_start,127016325
Low shrub,1361063700,Medium,winter,Lichens,weighted_area_end,108479394
Tall shrub,160074900,Medium,winter,Deciduous shrubs,weighted_area_start,74785860
Tall shrub,160074900,Medium,winter,Deciduous shrubs,weighted_area_end,77456412
Tall shrub,160074900,Medium,winter,Evergreen shrubs,weighted_area_start,23714235
Tall shrub,160074900,Medium,winter,Evergreen shrubs,weighted_area_end,23312448
Tall shrub,160074900,Medium,winter,Forbs,weighted_area_start,464652
Tall shrub,160074900,Medium,winter,Forbs,weighted_area_end,665208
Tall shrub,160074900,Medium,winter,Alder,weighted_area_start,3530511
Tall shrub,160074900,Medium,winter,Alder,weighted_area_end,6368787
Tall shrub,160074900,Medium,winter,Birch,weighted_area_start,41235093
Tall shrub,160074900,Medium,winter,Birch,weighted_area_end,43781652
Tall shrub,160074900,Medium,winter,Graminoids,weighted_area_start,10178712
Tall shrub,160074900,Medium,winter,Graminoids,weighted_area_end,7228962
Tall shrub,160074900,Medium,winter,Willow,weighted_area_start,16029270
Tall shrub,160074900,Medium,winter,Willow,weighted_area_end,14734719
Tall shrub,160074900,Medium,winter,Lichens,weighted_area_start,10614960
Tall shrub,160074900,Medium,winter,Lichens,weighted_area_end,8632818
Open shrubs,61509600,Medium,winter,Deciduous shrubs,weighted_area_start,15245325
Open shrubs,61509600,Medium,winter,Deciduous shrubs,weighted_area_end,16655355
Open shrubs,61509600,Medium,winter,Evergreen shrubs,weighted_area_start,12372309
Open shrubs,61509600,Medium,winter,Evergreen shrubs,weighted_area_end,12512061
Open shrubs,61509600,Medium,winter,Forbs,weighted_area_start,64701
Open shrubs,61509600,Medium,winter,Forbs,weighted_area_end,102402
Open shrubs,61509600,Medium,winter,Alder,weighted_area_start,530109
Open shrubs,61509600,Medium,winter,Alder,weighted_area_end,858438
Open shrubs,61509600,Medium,winter,Birch,weighted_area_start,9047619
Open shrubs,61509600,Medium,winter,Birch,weighted_area_end,9952101
Open shrubs,61509600,Medium,winter,Graminoids,weighted_area_start,4536468
Open shrubs,61509600,Medium,winter,Graminoids,weighted_area_end,4437072
Open shrubs,61509600,Medium,winter,Willow,weighted_area_start,2458026
Open shrubs,61509600,Medium,winter,Willow,weighted_area_end,2402451
Open shrubs,61509600,Medium,winter,Lichens,weighted_area_start,10043388
Open shrubs,61509600,Medium,winter,Lichens,weighted_area_end,8541927
Herbaceous,689238000,Medium,winter,Deciduous shrubs,weighted_area_start,202452885
Herbaceous,689238000,Medium,winter,Deciduous shrubs,weighted_area_end,225591579
Herbaceous,689238000,Medium,winter,Evergreen shrubs,weighted_area_start,142175457
Herbaceous,689238000,Medium,winter,Evergreen shrubs,weighted_area_end,140964813
Herbaceous,689238000,Medium,winter,Forbs,weighted_area_start,4237911
Herbaceous,689238000,Medium,winter,Forbs,weighted_area_end,4856841
Herbaceous,689238000,Medium,winter,Alder,weighted_area_start,5287302
Herbaceous,689238000,Medium,winter,Alder,weighted_area_end,12060864
Herbaceous,689238000,Medium,winter,Birch,weighted_area_start,104950386
Herbaceous,689238000,Medium,winter,Birch,weighted_area_end,118203255
Herbaceous,689238000,Medium,winter,Graminoids,weighted_area_start,87566400
Herbaceous,689238000,Medium,winter,Graminoids,weighted_area_end,79354539
Herbaceous,689238000,Medium,winter,Willow,weighted_area_start,53935740
Herbaceous,689238000,Medium,winter,Willow,weighted_area_end,52756299
Herbaceous,689238000,Medium,winter,Lichens,weighted_area_start,87037173
Herbaceous,689238000,Medium,winter,Lichens,weighted_area_end,72382266
Tussock tundra,662746500,Medium,winter,Deciduous shrubs,weighted_area_start,210380157
Tussock tundra,662746500,Medium,winter,Deciduous shrubs,weighted_area_end,234615204
Tussock tundra,662746500,Medium,winter,Evergreen shrubs,weighted_area_start,127898253
Tussock tundra,662746500,Medium,winter,Evergreen shrubs,weighted_area_end,127668087
Tussock tundra,662746500,Medium,winter,Forbs,weighted_area_start,662616
Tussock tundra,662746500,Medium,winter,Forbs,weighted_area_end,1218267
Tussock tundra,662746500,Medium,winter,Alder,weighted_area_start,3719016
Tussock tundra,662746500,Medium,winter,Alder,weighted_area_end,9538983
Tussock tundra,662746500,Medium,winter,Birch,weighted_area_start,141417648
Tussock tundra,662746500,Medium,winter,Birch,weighted_area_end,155122227
Tussock tundra,662746500,Medium,winter,Graminoids,weighted_area_start,98270523
Tussock tundra,662746500,Medium,winter,Graminoids,weighted_area_end,81975096
Tussock tundra,662746500,Medium,winter,Willow,weighted_area_start,40406661
Tussock tundra,662746500,Medium,winter,Willow,weighted_area_end,38914074
Tussock tundra,662746500,Medium,winter,Lichens,weighted_area_start,74357883
Tussock tundra,662746500,Medium,winter,Lichens,weighted_area_end,61207236
Sparsely vegetated,1056763800,Medium,winter,Deciduous shrubs,weighted_area_start,79094601
Sparsely vegetated,1056763800,Medium,winter,Deciduous shrubs,weighted_area_end,94320243
Sparsely vegetated,1056763800,Medium,winter,Evergreen shrubs,weighted_area_start,245433969
Sparsely vegetated,1056763800,Medium,winter,Evergreen shrubs,weighted_area_end,242261532
Sparsely vegetated,1056763800,Medium,winter,Forbs,weighted_area_start,11872782
Sparsely vegetated,1056763800,Medium,winter,Forbs,weighted_area_end,13315860
Sparsely vegetated,1056763800,Medium,winter,Alder,weighted_area_start,270243
Sparsely vegetated,1056763800,Medium,winter,Alder,weighted_area_end,867699
Sparsely vegetated,1056763800,Medium,winter,Birch,weighted_area_start,34985358
Sparsely vegetated,1056763800,Medium,winter,Birch,weighted_area_end,43830873
Sparsely vegetated,1056763800,Medium,winter,Graminoids,weighted_area_start,57036609
Sparsely vegetated,1056763800,Medium,winter,Graminoids,weighted_area_end,60961509
Sparsely vegetated,1056763800,Medium,winter,Willow,weighted_area_start,22737879
Sparsely vegetated,1056763800,Medium,winter,Willow,weighted_area_end,25650288
Sparsely vegetated,1056763800,Medium,winter,Lichens,weighted_area_start,155757879
Sparsely vegetated,1056763800,Medium,winter,Lichens,weighted_area_end,149826600
Fen,1038286800,Medium,winter,Deciduous shrubs,weighted_area_start,343192599
Fen,1038286800,Medium,winter,Deciduous shrubs,weighted_area_end,378767880
Fen,1038286800,Medium,winter,Evergreen shrubs,weighted_area_start,164130372
Fen,1038286800,Medium,winter,Evergreen shrubs,weighted_area_end,163060101
Fen,1038286800,Medium,winter,Forbs,weighted_area_start,912150
Fen,1038286800,Medium,winter,Forbs,weighted_area_end,2090556
Fen,1038286800,Medium,winter,Alder,weighted_area_start,14482728
Fen,1038286800,Medium,winter,Alder,weighted_area_end,29138607
Fen,1038286800,Medium,winter,Birch,weighted_area_start,205469145
Fen,1038286800,Medium,winter,Birch,weighted_area_end,221274945
Fen,1038286800,Medium,winter,Graminoids,weighted_area_start,83891385
Fen,1038286800,Medium,winter,Graminoids,weighted_area_end,62983485
Fen,1038286800,Medium,winter,Willow,weighted_area_start,80171793
Fen,1038286800,Medium,winter,Willow,weighted_area_end,77652909
Fen,1038286800,Medium,winter,Lichens,weighted_area_start,98582481
Fen,1038286800,Medium,winter,Lichens,weighted_area_end,81262413
Bog,1065600,Medium,winter,Deciduous shrubs,weighted_area_start,9855
Bog,1065600,Medium,winter,Deciduous shrubs,weighted_area_end,13221
Bog,1065600,Medium,winter,Evergreen shrubs,weighted_area_start,148401
Bog,1065600,Medium,winter,Evergreen shrubs,weighted_area_end,148923
Bog,1065600,Medium,winter,Forbs,weighted_area_start,69552
Bog,1065600,Medium,winter,Forbs,weighted_area_end,64314
Bog,1065600,Medium,winter,Alder,weighted_area_start,2160
Bog,1065600,Medium,winter,Alder,weighted_area_end,2970
Bog,1065600,Medium,winter,Birch,weighted_area_start,15093
Bog,1065600,Medium,winter,Birch,weighted_area_end,15138
Bog,1065600,Medium,winter,Graminoids,weighted_area_start,30483
Bog,1065600,Medium,winter,Graminoids,weighted_area_end,29988
Bog,1065600,Medium,winter,Willow,weighted_area_start,1602
Bog,1065600,Medium,winter,Willow,weighted_area_end,1782
Bog,1065600,Medium,winter,Lichens,weighted_area_start,88317
Bog,1065600,Medium,winter,Lichens,weighted_area_end,77472
Shallows/littoral,2700,Medium,winter,Deciduous shrubs,weighted_area_start,0
Shallows/littoral,2700,Medium,winter,Deciduous shrubs,weighted_area_end,0
Shallows/littoral,2700,Medium,winter,Evergreen shrubs,weighted_area_start,315
Shallows/littoral,2700,Medium,winter,Evergreen shrubs,weighted_area_end,324
Shallows/littoral,2700,Medium,winter,Forbs,weighted_area_start,18
Shallows/littoral,2700,Medium,winter,Forbs,weighted_area_end,63
Shallows/littoral,2700,Medium,winter,Alder,weighted_area_start,81
Shallows/littoral,2700,Medium,winter,Alder,weighted_area_end,27
Shallows/littoral,2700,Medium,winter,Birch,weighted_area_start,0
Shallows/littoral,2700,Medium,winter,Birch,weighted_area_end,0
Shallows/littoral,2700,Medium,winter,Graminoids,weighted_area_start,0
Shallows/littoral,2700,Medium,winter,Graminoids,weighted_area_end,0
Shallows/littoral,2700,Medium,winter,Willow,weighted_area_start,0
Shallows/littoral,2700,Medium,winter,Willow,weighted_area_end,0
Shallows/littoral,2700,Medium,winter,Lichens,weighted_area_start,0
Shallows/littoral,2700,Medium,winter,Lichens,weighted_area_end,171
Barren,529957800,Medium,winter,Deciduous shrubs,weighted_area_start,15611175
Barren,529957800,Medium,winter,Deciduous shrubs,weighted_area_end,18990081
Barren,529957800,Medium,winter,Evergreen shrubs,weighted_area_start,79488666
Barren,529957800,Medium,winter,Evergreen shrubs,weighted_area_end,78780411
Barren,529957800,Medium,winter,Forbs,weighted_area_start,3482073
Barren,529957800,Medium,winter,Forbs,weighted_area_end,3371130
Barren,529957800,Medium,winter,Alder,weighted_area_start,125676
Barren,529957800,Medium,winter,Alder,weighted_area_end,312840
Barren,529957800,Medium,winter,Birch,weighted_area_start,9156069
Barren,529957800,Medium,winter,Birch,weighted_area_end,11220786
Barren,529957800,Medium,winter,Graminoids,weighted_area_start,10717551
Barren,529957800,Medium,winter,Graminoids,weighted_area_end,12729186
Barren,529957800,Medium,winter,Willow,weighted_area_start,4626774
Barren,529957800,Medium,winter,Willow,weighted_area_end,4697334
Barren,529957800,Medium,winter,Lichens,weighted_area_start,66707721
Barren,529957800,Medium,winter,Lichens,weighted_area_end,66251313
Water,2700,Medium,winter,Deciduous shrubs,weighted_area_start,0
Water,2700,Medium,winter,Deciduous shrubs,weighted_area_end,198
Water,2700,Medium,winter,Evergreen shrubs,weighted_area_start,0
Water,2700,Medium,winter,Evergreen shrubs,weighted_area_end,99
Water,2700,Medium,winter,Forbs,weighted_area_start,288
Water,2700,Medium,winter,Forbs,weighted_area_end,198
Water,2700,Medium,winter,Alder,weighted_area_start,162
Water,2700,Medium,winter,Alder,weighted_area_end,162
Water,2700,Medium,winter,Birch,weighted_area_start,0
Water,2700,Medium,winter,Birch,weighted_area_end,90
Water,2700,Medium,winter,Graminoids,weighted_area_start,0
Water,2700,Medium,winter,Graminoids,weighted_area_end,126
Water,2700,Medium,winter,Willow,weighted_area_start,0
Water,2700,Medium,winter,Willow,weighted_area_end,0
Water,2700,Medium,winter,Lichens,weighted_area_start,108
Water,2700,Medium,winter,Lichens,weighted_area_end,207
Evergreen forest,114925500,High,winter,Deciduous shrubs,weighted_area_start,22408155
Evergreen forest,114925500,High,winter,Deciduous shrubs,weighted_area_end,26253585
Evergreen forest,114925500,High,winter,Evergreen shrubs,weighted_area_start,13308408
Evergreen forest,114925500,High,winter,Evergreen shrubs,weighted_area_end,13406679
Evergreen forest,114925500,High,winter,Forbs,weighted_area_start,368910
Evergreen forest,114925500,High,winter,Forbs,weighted_area_end,440892
Evergreen forest,114925500,High,winter,Alder,weighted_area_start,4885722
Evergreen forest,114925500,High,winter,Alder,weighted_area_end,7085754
Evergreen forest,114925500,High,winter,Birch,weighted_area_start,6207570
Evergreen forest,114925500,High,winter,Birch,weighted_area_end,7652421
Evergreen forest,114925500,High,winter,Graminoids,weighted_area_start,648513
Evergreen forest,114925500,High,winter,Graminoids,weighted_area_end,597330
Evergreen forest,114925500,High,winter,Willow,weighted_area_start,6311232
Evergreen forest,114925500,High,winter,Willow,weighted_area_end,6017094
Evergreen forest,114925500,High,winter,Lichens,weighted_area_start,12639735
Evergreen forest,114925500,High,winter,Lichens,weighted_area_end,9220068
Deciduous forest,16200,High,winter,Deciduous shrubs,weighted_area_start,7200
Deciduous forest,16200,High,winter,Deciduous shrubs,weighted_area_end,7299
Deciduous forest,16200,High,winter,Evergreen shrubs,weighted_area_start,2538
Deciduous forest,16200,High,winter,Evergreen shrubs,weighted_area_end,2844
Deciduous forest,16200,High,winter,Forbs,weighted_area_start,108
Deciduous forest,16200,High,winter,Forbs,weighted_area_end,207
Deciduous forest,16200,High,winter,Alder,weighted_area_start,972
Deciduous forest,16200,High,winter,Alder,weighted_area_end,1224
Deciduous forest,16200,High,winter,Birch,weighted_area_start,3474
Deciduous forest,16200,High,winter,Birch,weighted_area_end,3537
Deciduous forest,16200,High,winter,Graminoids,weighted_area_start,459
Deciduous forest,16200,High,winter,Graminoids,weighted_area_end,432
Deciduous forest,16200,High,winter,Willow,weighted_area_start,1215
Deciduous forest,16200,High,winter,Willow,weighted_area_end,891
Deciduous forest,16200,High,winter,Lichens,weighted_area_start,1161
Deciduous forest,16200,High,winter,Lichens,weighted_area_end,1062
Mixed forest,684900,High,winter,Deciduous shrubs,weighted_area_start,278082
Mixed forest,684900,High,winter,Deciduous shrubs,weighted_area_end,304011
Mixed forest,684900,High,winter,Evergreen shrubs,weighted_area_start,106362
Mixed forest,684900,High,winter,Evergreen shrubs,weighted_area_end,106218
Mixed forest,684900,High,winter,Forbs,weighted_area_start,4230
Mixed forest,684900,High,winter,Forbs,weighted_area_end,4689
Mixed forest,684900,High,winter,Alder,weighted_area_start,36846
Mixed forest,684900,High,winter,Alder,weighted_area_end,56790
Mixed forest,684900,High,winter,Birch,weighted_area_start,120060
Mixed forest,684900,High,winter,Birch,weighted_area_end,137394
Mixed forest,684900,High,winter,Graminoids,weighted_area_start,24723
Mixed forest,684900,High,winter,Graminoids,weighted_area_end,18072
Mixed forest,684900,High,winter,Willow,weighted_area_start,54324
Mixed forest,684900,High,winter,Willow,weighted_area_end,49428
Mixed forest,684900,High,winter,Lichens,weighted_area_start,54342
Mixed forest,684900,High,winter,Lichens,weighted_area_end,41517
Woodland,1337321700,High,winter,Deciduous shrubs,weighted_area_start,274476123
Woodland,1337321700,High,winter,Deciduous shrubs,weighted_area_end,316665351
Woodland,1337321700,High,winter,Evergreen shrubs,weighted_area_start,190419498
Woodland,1337321700,High,winter,Evergreen shrubs,weighted_area_end,193362615
Woodland,1337321700,High,winter,Forbs,weighted_area_start,4100193
Woodland,1337321700,High,winter,Forbs,weighted_area_end,5364279
Woodland,1337321700,High,winter,Alder,weighted_area_start,39539430
Woodland,1337321700,High,winter,Alder,weighted_area_end,61510482
Woodland,1337321700,High,winter,Birch,weighted_area_start,97827174
Woodland,1337321700,High,winter,Birch,weighted_area_end,114267609
Woodland,1337321700,High,winter,Graminoids,weighted_area_start,39143313
Woodland,1337321700,High,winter,Graminoids,weighted_area_end,34077654
Woodland,1337321700,High,winter,Willow,weighted_area_start,61849071
Woodland,1337321700,High,winter,Willow,weighted_area_end,58093137
Woodland,1337321700,High,winter,Lichens,weighted_area_start,169355700
Woodland,1337321700,High,winter,Lichens,weighted_area_end,130825251
Low shrub,651703500,High,winter,Deciduous shrubs,weighted_area_start,186037641
Low shrub,651703500,High,winter,Deciduous shrubs,weighted_area_end,201947472
Low shrub,651703500,High,winter,Evergreen shrubs,weighted_area_start,113567418
