LC,caribou_density,season,pft,change_type,change_count
Deciduous forest,Low,winter,Graminoids,Decrease,3
Deciduous forest,Low,winter,Graminoids,|Decrease| >= RMSE,1
Deciduous forest,Low,winter,Willow,No change,33
Deciduous forest,Low,winter,Willow,Increase,17
Deciduous forest,Low,winter,Willow,Increase >= RMSE,3
Deciduous forest,Low,winter,Willow,Decrease,21
Deciduous forest,Low,winter,Willow,|Decrease| >= RMSE,3
Deciduous forest,Low,winter,Lichens,No change,18
Deciduous forest,Low,winter,Lichens,Increase,7
Deciduous forest,Low,winter,Lichens,Increase >= RMSE,15
Deciduous forest,Low,winter,Lichens,Decrease,36
Deciduous forest,Low,winter,Lichens,|Decrease| >= RMSE,1
Mixed forest,Low,winter,Deciduous shrubs,No change,1266
Mixed forest,Low,winter,Deciduous shrubs,Increase,3603.921569
Mixed forest,Low,winter,Deciduous shrubs,Increase >= RMSE,65
Mixed forest,Low,winter,Deciduous shrubs,Decrease,2171.67451
Mixed forest,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,61
Mixed forest,Low,winter,Evergreen shrubs,No change,2391.67451
Mixed forest,Low,winter,Evergreen shrubs,Increase,1874.921569
Mixed forest,Low,winter,Evergreen shrubs,Increase >= RMSE,42
Mixed forest,Low,winter,Evergreen shrubs,Decrease,2848
Mixed forest,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,11
Mixed forest,Low,winter,Forbs,No change,6391.596078
Mixed forest,Low,winter,Forbs,Increase,397
Mixed forest,Low,winter,Forbs,Increase >= RMSE,12
Mixed forest,Low,winter,Forbs,Decrease,352
Mixed forest,Low,winter,Forbs,|Decrease| >= RMSE,15
Mixed forest,Low,winter,Alder,No change,2096
Mixed forest,Low,winter,Alder,Increase,3484.596078
Mixed forest,Low,winter,Alder,Increase >= RMSE,504
Mixed forest,Low,winter,Alder,Decrease,1047
Mixed forest,Low,winter,Alder,|Decrease| >= RMSE,36
Mixed forest,Low,winter,Birch,No change,1641
Mixed forest,Low,winter,Birch,Increase,2868.921569
Mixed forest,Low,winter,Birch,Increase >= RMSE,137
Mixed forest,Low,winter,Birch,Decrease,2400.67451
Mixed forest,Low,winter,Birch,|Decrease| >= RMSE,120
Mixed forest,Low,winter,Graminoids,No change,5327
Mixed forest,Low,winter,Graminoids,Increase,483
Mixed forest,Low,winter,Graminoids,Increase >= RMSE,10
Mixed forest,Low,winter,Graminoids,Decrease,1288.596078
Mixed forest,Low,winter,Graminoids,|Decrease| >= RMSE,59
Mixed forest,Low,winter,Willow,No change,2672
Mixed forest,Low,winter,Willow,Increase,1223.67451
Mixed forest,Low,winter,Willow,Increase >= RMSE,20
Mixed forest,Low,winter,Willow,Decrease,3187.921569
Mixed forest,Low,winter,Willow,|Decrease| >= RMSE,64
Mixed forest,Low,winter,Lichens,No change,2221
Mixed forest,Low,winter,Lichens,Increase,1277.596078
Mixed forest,Low,winter,Lichens,Increase >= RMSE,89
Mixed forest,Low,winter,Lichens,Decrease,3512
Mixed forest,Low,winter,Lichens,|Decrease| >= RMSE,68
Woodland,Low,winter,Deciduous shrubs,No change,2208694.996
Woodland,Low,winter,Deciduous shrubs,Increase,3442761.882
Woodland,Low,winter,Deciduous shrubs,Increase >= RMSE,295816.4039
Woodland,Low,winter,Deciduous shrubs,Decrease,1201412.329
Woodland,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,98418.27451
Woodland,Low,winter,Evergreen shrubs,No change,2865308.396
Woodland,Low,winter,Evergreen shrubs,Increase,2210320.122
Woodland,Low,winter,Evergreen shrubs,Increase >= RMSE,51809.31765
Woodland,Low,winter,Evergreen shrubs,Decrease,2107552.051
Woodland,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,12114
Woodland,Low,winter,Forbs,No change,6512279.275
Woodland,Low,winter,Forbs,Increase,430257.7686
Woodland,Low,winter,Forbs,Increase >= RMSE,14530.92549
Woodland,Low,winter,Forbs,Decrease,280928.0353
Woodland,Low,winter,Forbs,|Decrease| >= RMSE,9107.882353
Woodland,Low,winter,Alder,No change,3888337.69
Woodland,Low,winter,Alder,Increase,2778400.314
Woodland,Low,winter,Alder,Increase >= RMSE,121796.5451
Woodland,Low,winter,Alder,Decrease,457571.3373
Woodland,Low,winter,Alder,|Decrease| >= RMSE,998
Woodland,Low,winter,Birch,No change,2382197.086
Woodland,Low,winter,Birch,Increase,2493647.384
Woodland,Low,winter,Birch,Increase >= RMSE,181922.2431
Woodland,Low,winter,Birch,Decrease,2095724.651
Woodland,Low,winter,Birch,|Decrease| >= RMSE,93612.52157
Woodland,Low,winter,Graminoids,No change,5264549.855
Woodland,Low,winter,Graminoids,Increase,541241.7451
Woodland,Low,winter,Graminoids,Increase >= RMSE,12239.76078
Woodland,Low,winter,Graminoids,Decrease,1329704.2
Woodland,Low,winter,Graminoids,|Decrease| >= RMSE,99368.32549
Woodland,Low,winter,Willow,No change,3739893.063
Woodland,Low,winter,Willow,Increase,1563816.737
Woodland,Low,winter,Willow,Increase >= RMSE,3026.509804
Woodland,Low,winter,Willow,Decrease,1933710.702
Woodland,Low,winter,Willow,|Decrease| >= RMSE,6656.87451
Woodland,Low,winter,Lichens,No change,1643102.322
Woodland,Low,winter,Lichens,Increase,1341368.675
Woodland,Low,winter,Lichens,Increase >= RMSE,53746.66667
Woodland,Low,winter,Lichens,Decrease,4021433.898
Woodland,Low,winter,Lichens,|Decrease| >= RMSE,187452.3255
Low shrub,Low,winter,Deciduous shrubs,No change,537344.7843
Low shrub,Low,winter,Deciduous shrubs,Increase,897827.6667
Low shrub,Low,winter,Deciduous shrubs,Increase >= RMSE,38542.33725
Low shrub,Low,winter,Deciduous shrubs,Decrease,575487.7569
Low shrub,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,15857.97255
Low shrub,Low,winter,Evergreen shrubs,No change,524652.1843
Low shrub,Low,winter,Evergreen shrubs,Increase,714663.9255
Low shrub,Low,winter,Evergreen shrubs,Increase >= RMSE,5920
Low shrub,Low,winter,Evergreen shrubs,Decrease,816657.6039
Low shrub,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,3166.803922
Low shrub,Low,winter,Forbs,No change,1746266.824
Low shrub,Low,winter,Forbs,Increase,217095.9373
Low shrub,Low,winter,Forbs,Increase >= RMSE,1234
Low shrub,Low,winter,Forbs,Decrease,99118.75686
Low shrub,Low,winter,Forbs,|Decrease| >= RMSE,1345
Low shrub,Low,winter,Alder,No change,1545836.145
Low shrub,Low,winter,Alder,Increase,393635.1608
Low shrub,Low,winter,Alder,Increase >= RMSE,35731.21176
Low shrub,Low,winter,Alder,Decrease,87942
Low shrub,Low,winter,Alder,|Decrease| >= RMSE,1916
Low shrub,Low,winter,Birch,No change,504229.2118
Low shrub,Low,winter,Birch,Increase,786356.851
Low shrub,Low,winter,Birch,Increase >= RMSE,72823.81176
Low shrub,Low,winter,Birch,Decrease,671448.7176
Low shrub,Low,winter,Birch,|Decrease| >= RMSE,30201.92549
Low shrub,Low,winter,Graminoids,No change,906298.5608
Low shrub,Low,winter,Graminoids,Increase,330646.2157
Low shrub,Low,winter,Graminoids,Increase >= RMSE,3316
Low shrub,Low,winter,Graminoids,Decrease,793944.4235
Low shrub,Low,winter,Graminoids,|Decrease| >= RMSE,30855.31765
Low shrub,Low,winter,Willow,No change,974167.4196
Low shrub,Low,winter,Willow,Increase,521472.0392
Low shrub,Low,winter,Willow,Increase >= RMSE,3752.654902
Low shrub,Low,winter,Willow,Decrease,560765.4039
Low shrub,Low,winter,Willow,|Decrease| >= RMSE,4903
Low shrub,Low,winter,Lichens,No change,588890.6588
Low shrub,Low,winter,Lichens,Increase,488995.6235
Low shrub,Low,winter,Lichens,Increase >= RMSE,15795.63529
Low shrub,Low,winter,Lichens,Decrease,942252.4941
Low shrub,Low,winter,Lichens,|Decrease| >= RMSE,29126.10588
Tall shrub,Low,winter,Deciduous shrubs,No change,35445.74902
Tall shrub,Low,winter,Deciduous shrubs,Increase,92923.7451
Tall shrub,Low,winter,Deciduous shrubs,Increase >= RMSE,2419.905882
Tall shrub,Low,winter,Deciduous shrubs,Decrease,89232.0902
Tall shrub,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,1422
Tall shrub,Low,winter,Evergreen shrubs,No change,55144.87059
Tall shrub,Low,winter,Evergreen shrubs,Increase,94008.36863
Tall shrub,Low,winter,Evergreen shrubs,Increase >= RMSE,2716.466667
Tall shrub,Low,winter,Evergreen shrubs,Decrease,69202.78431
Tall shrub,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,371
Tall shrub,Low,winter,Forbs,No change,170454.8902
Tall shrub,Low,winter,Forbs,Increase,32487.19608
Tall shrub,Low,winter,Forbs,Increase >= RMSE,104
Tall shrub,Low,winter,Forbs,Decrease,17909.84314
Tall shrub,Low,winter,Forbs,|Decrease| >= RMSE,487.5607843
Tall shrub,Low,winter,Alder,No change,108248.949
Tall shrub,Low,winter,Alder,Increase,73930.95686
Tall shrub,Low,winter,Alder,Increase >= RMSE,13923.84314
Tall shrub,Low,winter,Alder,Decrease,24024.74118
Tall shrub,Low,winter,Alder,|Decrease| >= RMSE,1315
Tall shrub,Low,winter,Birch,No change,36561.10196
Tall shrub,Low,winter,Birch,Increase,87143.26275
Tall shrub,Low,winter,Birch,Increase >= RMSE,8811.329412
Tall shrub,Low,winter,Birch,Decrease,82919.94118
Tall shrub,Low,winter,Birch,|Decrease| >= RMSE,6007.854902
Tall shrub,Low,winter,Graminoids,No change,112423.2
Tall shrub,Low,winter,Graminoids,Increase,22652.84706
Tall shrub,Low,winter,Graminoids,Increase >= RMSE,1009
Tall shrub,Low,winter,Graminoids,Decrease,80417.44314
Tall shrub,Low,winter,Graminoids,|Decrease| >= RMSE,4941
Tall shrub,Low,winter,Willow,No change,61484.03922
Tall shrub,Low,winter,Willow,Increase,49600.43137
Tall shrub,Low,winter,Willow,Increase >= RMSE,559
Tall shrub,Low,winter,Willow,Decrease,107461.0196
Tall shrub,Low,winter,Willow,|Decrease| >= RMSE,2339
Tall shrub,Low,winter,Lichens,No change,77347.27843
Tall shrub,Low,winter,Lichens,Increase,44633.24706
Tall shrub,Low,winter,Lichens,Increase >= RMSE,3974.560784
Tall shrub,Low,winter,Lichens,Decrease,92924.40392
Tall shrub,Low,winter,Lichens,|Decrease| >= RMSE,2564
Open shrubs,Low,winter,Deciduous shrubs,No change,45060.83529
Open shrubs,Low,winter,Deciduous shrubs,Increase,62494.38039
Open shrubs,Low,winter,Deciduous shrubs,Increase >= RMSE,2411.72549
Open shrubs,Low,winter,Deciduous shrubs,Decrease,40591.63529
Open shrubs,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,519
Open shrubs,Low,winter,Evergreen shrubs,No change,40838.41569
Open shrubs,Low,winter,Evergreen shrubs,Increase,58188.27059
Open shrubs,Low,winter,Evergreen shrubs,Increase >= RMSE,152
Open shrubs,Low,winter,Evergreen shrubs,Decrease,51778.8902
Open shrubs,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,120
Open shrubs,Low,winter,Forbs,No change,127271.8706
Open shrubs,Low,winter,Forbs,Increase,14961.1098
Open shrubs,Low,winter,Forbs,Increase >= RMSE,40
Open shrubs,Low,winter,Forbs,Decrease,8768.596078
Open shrubs,Low,winter,Forbs,|Decrease| >= RMSE,36
Open shrubs,Low,winter,Alder,No change,134950.5765
Open shrubs,Low,winter,Alder,Increase,12485
Open shrubs,Low,winter,Alder,Increase >= RMSE,1640
Open shrubs,Low,winter,Alder,Decrease,1965
Open shrubs,Low,winter,Alder,|Decrease| >= RMSE,37
Open shrubs,Low,winter,Birch,No change,41055.44314
Open shrubs,Low,winter,Birch,Increase,60171.03529
Open shrubs,Low,winter,Birch,Increase >= RMSE,3362.729412
Open shrubs,Low,winter,Birch,Decrease,45314.36863
Open shrubs,Low,winter,Birch,|Decrease| >= RMSE,1174
Open shrubs,Low,winter,Graminoids,No change,69534.77647
Open shrubs,Low,winter,Graminoids,Increase,30811.43529
Open shrubs,Low,winter,Graminoids,Increase >= RMSE,497.9529412
Open shrubs,Low,winter,Graminoids,Decrease,48984.41176
Open shrubs,Low,winter,Graminoids,|Decrease| >= RMSE,1249
Open shrubs,Low,winter,Willow,No change,76354.7451
Open shrubs,Low,winter,Willow,Increase,36236.04706
Open shrubs,Low,winter,Willow,Increase >= RMSE,328.9921569
Open shrubs,Low,winter,Willow,Decrease,37400.79216
Open shrubs,Low,winter,Willow,|Decrease| >= RMSE,757
Open shrubs,Low,winter,Lichens,No change,41494.81569
Open shrubs,Low,winter,Lichens,Increase,41388.92157
Open shrubs,Low,winter,Lichens,Increase >= RMSE,282
Open shrubs,Low,winter,Lichens,Decrease,66166.93333
Open shrubs,Low,winter,Lichens,|Decrease| >= RMSE,1744.905882
Herbaceous,Low,winter,Deciduous shrubs,No change,425886.5569
Herbaceous,Low,winter,Deciduous shrubs,Increase,809572.2706
Herbaceous,Low,winter,Deciduous shrubs,Increase >= RMSE,42173.56078
Herbaceous,Low,winter,Deciduous shrubs,Decrease,353793.8627
Herbaceous,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,9518
Herbaceous,Low,winter,Evergreen shrubs,No change,417052.0392
Herbaceous,Low,winter,Evergreen shrubs,Increase,642950.2314
Herbaceous,Low,winter,Evergreen shrubs,Increase >= RMSE,9614.658824
Herbaceous,Low,winter,Evergreen shrubs,Decrease,569292.3216
Herbaceous,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,2035
Herbaceous,Low,winter,Forbs,No change,1284923.4
Herbaceous,Low,winter,Forbs,Increase,209024.102
Herbaceous,Low,winter,Forbs,Increase >= RMSE,2841
Herbaceous,Low,winter,Forbs,Decrease,141173.749
Herbaceous,Low,winter,Forbs,|Decrease| >= RMSE,2982
Herbaceous,Low,winter,Alder,No change,1409809.369
Herbaceous,Low,winter,Alder,Increase,136061.3137
Herbaceous,Low,winter,Alder,Increase >= RMSE,57785.23137
Herbaceous,Low,winter,Alder,Decrease,33455.33725
Herbaceous,Low,winter,Alder,|Decrease| >= RMSE,3833
Herbaceous,Low,winter,Birch,No change,433232.6392
Herbaceous,Low,winter,Birch,Increase,670592.3608
Herbaceous,Low,winter,Birch,Increase >= RMSE,72867.38431
Herbaceous,Low,winter,Birch,Decrease,447969.1333
Herbaceous,Low,winter,Birch,|Decrease| >= RMSE,16282.73333
Herbaceous,Low,winter,Graminoids,No change,548769.1255
Herbaceous,Low,winter,Graminoids,Increase,366680.2039
Herbaceous,Low,winter,Graminoids,Increase >= RMSE,5961
Herbaceous,Low,winter,Graminoids,Decrease,697752.6314
Herbaceous,Low,winter,Graminoids,|Decrease| >= RMSE,21781.2902
Herbaceous,Low,winter,Willow,No change,688259.1843
Herbaceous,Low,winter,Willow,Increase,425566.9843
Herbaceous,Low,winter,Willow,Increase >= RMSE,4544.745098
Herbaceous,Low,winter,Willow,Decrease,513530.3373
Herbaceous,Low,winter,Willow,|Decrease| >= RMSE,9043
Herbaceous,Low,winter,Lichens,No change,429309.749
Herbaceous,Low,winter,Lichens,Increase,477264.6902
Herbaceous,Low,winter,Lichens,Increase >= RMSE,12093.99608
Herbaceous,Low,winter,Lichens,Decrease,684297.8784
Herbaceous,Low,winter,Lichens,|Decrease| >= RMSE,37977.93725
Tussock tundra,Low,winter,Deciduous shrubs,No change,174389.8863
Tussock tundra,Low,winter,Deciduous shrubs,Increase,426428.0745
Tussock tundra,Low,winter,Deciduous shrubs,Increase >= RMSE,10172.84706
Tussock tundra,Low,winter,Deciduous shrubs,Decrease,205800.251
Tussock tundra,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,1889
Tussock tundra,Low,winter,Evergreen shrubs,No change,193108.502
Tussock tundra,Low,winter,Evergreen shrubs,Increase,307348.1373
Tussock tundra,Low,winter,Evergreen shrubs,Increase >= RMSE,734
Tussock tundra,Low,winter,Evergreen shrubs,Decrease,316375.4196
Tussock tundra,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,1114
Tussock tundra,Low,winter,Forbs,No change,705438.5882
Tussock tundra,Low,winter,Forbs,Increase,79949.83137
Tussock tundra,Low,winter,Forbs,Increase >= RMSE,145
Tussock tundra,Low,winter,Forbs,Decrease,32973.63922
Tussock tundra,Low,winter,Forbs,|Decrease| >= RMSE,173
Tussock tundra,Low,winter,Alder,No change,665921.5725
Tussock tundra,Low,winter,Alder,Increase,102180.6745
Tussock tundra,Low,winter,Alder,Increase >= RMSE,27870.35294
Tussock tundra,Low,winter,Alder,Decrease,21068.45882
Tussock tundra,Low,winter,Alder,|Decrease| >= RMSE,1639
Tussock tundra,Low,winter,Birch,No change,157481.1804
Tussock tundra,Low,winter,Birch,Increase,362588.0353
Tussock tundra,Low,winter,Birch,Increase >= RMSE,23396.56471
Tussock tundra,Low,winter,Birch,Decrease,269995.6549
Tussock tundra,Low,winter,Birch,|Decrease| >= RMSE,5218.623529
Tussock tundra,Low,winter,Graminoids,No change,247672.0549
Tussock tundra,Low,winter,Graminoids,Increase,137315.6275
Tussock tundra,Low,winter,Graminoids,Increase >= RMSE,508
Tussock tundra,Low,winter,Graminoids,Decrease,420089.4667
Tussock tundra,Low,winter,Graminoids,|Decrease| >= RMSE,13094.9098
Tussock tundra,Low,winter,Willow,No change,325623.1176
Tussock tundra,Low,winter,Willow,Increase,201884.4039
Tussock tundra,Low,winter,Willow,Increase >= RMSE,2561
Tussock tundra,Low,winter,Willow,Decrease,284233.5373
Tussock tundra,Low,winter,Willow,|Decrease| >= RMSE,4378
Tussock tundra,Low,winter,Lichens,No change,229563.8275
Tussock tundra,Low,winter,Lichens,Increase,183438.0392
Tussock tundra,Low,winter,Lichens,Increase >= RMSE,1708
Tussock tundra,Low,winter,Lichens,Decrease,389640.4314
Tussock tundra,Low,winter,Lichens,|Decrease| >= RMSE,14329.76078
Sparsely vegetated,Low,winter,Deciduous shrubs,No change,1171311.047
Sparsely vegetated,Low,winter,Deciduous shrubs,Increase,546832.6471
Sparsely vegetated,Low,winter,Deciduous shrubs,Increase >= RMSE,170395.0431
Sparsely vegetated,Low,winter,Deciduous shrubs,Decrease,254973.3059
Sparsely vegetated,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,25741.28235
Sparsely vegetated,Low,winter,Evergreen shrubs,No change,599182.3451
Sparsely vegetated,Low,winter,Evergreen shrubs,Increase,924181.4157
Sparsely vegetated,Low,winter,Evergreen shrubs,Increase >= RMSE,17802.44706
Sparsely vegetated,Low,winter,Evergreen shrubs,Decrease,626263.1176
Sparsely vegetated,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,1824
Sparsely vegetated,Low,winter,Forbs,No change,1545670.906
Sparsely vegetated,Low,winter,Forbs,Increase,297300.7882
Sparsely vegetated,Low,winter,Forbs,Increase >= RMSE,2281.803922
Sparsely vegetated,Low,winter,Forbs,Decrease,316453.8275
Sparsely vegetated,Low,winter,Forbs,|Decrease| >= RMSE,7546
Sparsely vegetated,Low,winter,Alder,No change,2108245.91
Sparsely vegetated,Low,winter,Alder,Increase,45164.87451
Sparsely vegetated,Low,winter,Alder,Increase >= RMSE,4457
Sparsely vegetated,Low,winter,Alder,Decrease,11357.54118
Sparsely vegetated,Low,winter,Alder,|Decrease| >= RMSE,28
Sparsely vegetated,Low,winter,Birch,No change,1219035.522
Sparsely vegetated,Low,winter,Birch,Increase,536453.3882
Sparsely vegetated,Low,winter,Birch,Increase >= RMSE,98346.39216
Sparsely vegetated,Low,winter,Birch,Decrease,300934.5961
Sparsely vegetated,Low,winter,Birch,|Decrease| >= RMSE,14483.42745
Sparsely vegetated,Low,winter,Graminoids,No change,991762.5529
Sparsely vegetated,Low,winter,Graminoids,Increase,534237.6549
Sparsely vegetated,Low,winter,Graminoids,Increase >= RMSE,8412.533333
Sparsely vegetated,Low,winter,Graminoids,Decrease,619790.5098
Sparsely vegetated,Low,winter,Graminoids,|Decrease| >= RMSE,15050.07451
Sparsely vegetated,Low,winter,Willow,No change,1344803.106
Sparsely vegetated,Low,winter,Willow,Increase,378232.549
Sparsely vegetated,Low,winter,Willow,Increase >= RMSE,7363.682353
Sparsely vegetated,Low,winter,Willow,Decrease,430998.9882
Sparsely vegetated,Low,winter,Willow,|Decrease| >= RMSE,7855
Sparsely vegetated,Low,winter,Lichens,No change,551891.4392
Sparsely vegetated,Low,winter,Lichens,Increase,882455.7294
Sparsely vegetated,Low,winter,Lichens,Increase >= RMSE,45074.57647
Sparsely vegetated,Low,winter,Lichens,Decrease,676842.4
Sparsely vegetated,Low,winter,Lichens,|Decrease| >= RMSE,12989.18039
Fen,Low,winter,Deciduous shrubs,No change,173285.8235
Fen,Low,winter,Deciduous shrubs,Increase,526054.6157
Fen,Low,winter,Deciduous shrubs,Increase >= RMSE,9749.439216
Fen,Low,winter,Deciduous shrubs,Decrease,276731.2235
Fen,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,1911
Fen,Low,winter,Evergreen shrubs,No change,272828.4118
Fen,Low,winter,Evergreen shrubs,Increase,392409.8824
Fen,Low,winter,Evergreen shrubs,Increase >= RMSE,5768
Fen,Low,winter,Evergreen shrubs,Decrease,315575.8078
Fen,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,1150
Fen,Low,winter,Forbs,No change,847274.5725
Fen,Low,winter,Forbs,Increase,96859.34902
Fen,Low,winter,Forbs,Increase >= RMSE,427
Fen,Low,winter,Forbs,Decrease,41724.29804
Fen,Low,winter,Forbs,|Decrease| >= RMSE,1446.882353
Fen,Low,winter,Alder,No change,630017.2039
Fen,Low,winter,Alder,Increase,296692.5765
Fen,Low,winter,Alder,Increase >= RMSE,25279.56863
Fen,Low,winter,Alder,Decrease,35544.75294
Fen,Low,winter,Alder,|Decrease| >= RMSE,198
Fen,Low,winter,Birch,No change,176501.6588
Fen,Low,winter,Birch,Increase,433217.5529
Fen,Low,winter,Birch,Increase >= RMSE,31641.45098
Fen,Low,winter,Birch,Decrease,333411.5529
Fen,Low,winter,Birch,|Decrease| >= RMSE,12959.88627
Fen,Low,winter,Graminoids,No change,454005.6863
Fen,Low,winter,Graminoids,Increase,126248.9412
Fen,Low,winter,Graminoids,Increase >= RMSE,2612
Fen,Low,winter,Graminoids,Decrease,372986.7216
Fen,Low,winter,Graminoids,|Decrease| >= RMSE,31878.75294
Fen,Low,winter,Willow,No change,355698.8275
Fen,Low,winter,Willow,Increase,243126.4588
Fen,Low,winter,Willow,Increase >= RMSE,1398
Fen,Low,winter,Willow,Decrease,382258.8157
Fen,Low,winter,Willow,|Decrease| >= RMSE,5250
Fen,Low,winter,Lichens,No change,273737.2431
Fen,Low,winter,Lichens,Increase,195361.5569
Fen,Low,winter,Lichens,Increase >= RMSE,8379.286275
Fen,Low,winter,Lichens,Decrease,496785.302
Fen,Low,winter,Lichens,|Decrease| >= RMSE,13468.71373
Bog,Low,winter,Deciduous shrubs,No change,4989.882353
Bog,Low,winter,Deciduous shrubs,Increase,121
Bog,Low,winter,Deciduous shrubs,Increase >= RMSE,81
Bog,Low,winter,Deciduous shrubs,Decrease,37
Bog,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,19
Bog,Low,winter,Evergreen shrubs,No change,1998
Bog,Low,winter,Evergreen shrubs,Increase,2006.882353
Bog,Low,winter,Evergreen shrubs,Increase >= RMSE,11
Bog,Low,winter,Evergreen shrubs,Decrease,1230
Bog,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,2
Bog,Low,winter,Forbs,No change,2212
Bog,Low,winter,Forbs,Increase,1009
Bog,Low,winter,Forbs,Increase >= RMSE,181.8823529
Bog,Low,winter,Forbs,Decrease,1738
Bog,Low,winter,Forbs,|Decrease| >= RMSE,107
Bog,Low,winter,Alder,No change,5013.882353
Bog,Low,winter,Alder,Increase,164
Bog,Low,winter,Alder,Increase >= RMSE,18
Bog,Low,winter,Alder,Decrease,51
Bog,Low,winter,Alder,|Decrease| >= RMSE,1
Bog,Low,winter,Birch,No change,4620.882353
Bog,Low,winter,Birch,Increase,266
Bog,Low,winter,Birch,Increase >= RMSE,51
Bog,Low,winter,Birch,Decrease,278
Bog,Low,winter,Birch,|Decrease| >= RMSE,32
Bog,Low,winter,Graminoids,No change,4361
Bog,Low,winter,Graminoids,Increase,351
Bog,Low,winter,Graminoids,Increase >= RMSE,39
Bog,Low,winter,Graminoids,Decrease,469.8823529
Bog,Low,winter,Graminoids,|Decrease| >= RMSE,27
Bog,Low,winter,Willow,No change,5191.882353
Bog,Low,winter,Willow,Increase,38
Bog,Low,winter,Willow,Increase >= RMSE,3
Bog,Low,winter,Willow,Decrease,15
Bog,Low,winter,Willow,|Decrease| >= RMSE,NA
Bog,Low,winter,Lichens,No change,1422
Bog,Low,winter,Lichens,Increase,721
Bog,Low,winter,Lichens,Increase >= RMSE,162.8823529
Bog,Low,winter,Lichens,Decrease,2756
Bog,Low,winter,Lichens,|Decrease| >= RMSE,186
Shallows/littoral,Low,winter,Deciduous shrubs,No change,51
Shallows/littoral,Low,winter,Deciduous shrubs,Increase,NA
Shallows/littoral,Low,winter,Deciduous shrubs,Increase >= RMSE,11
Shallows/littoral,Low,winter,Deciduous shrubs,Decrease,NA
Shallows/littoral,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,NA
Shallows/littoral,Low,winter,Evergreen shrubs,No change,26
Shallows/littoral,Low,winter,Evergreen shrubs,Increase,13
Shallows/littoral,Low,winter,Evergreen shrubs,Increase >= RMSE,18
Shallows/littoral,Low,winter,Evergreen shrubs,Decrease,5
Shallows/littoral,Low,winter,Evergreen shrubs,|Decrease| >= RMSE,NA
Shallows/littoral,Low,winter,Forbs,No change,17
Shallows/littoral,Low,winter,Forbs,Increase,8
Shallows/littoral,Low,winter,Forbs,Increase >= RMSE,2
Shallows/littoral,Low,winter,Forbs,Decrease,25
Shallows/littoral,Low,winter,Forbs,|Decrease| >= RMSE,10
Shallows/littoral,Low,winter,Alder,No change,47
Shallows/littoral,Low,winter,Alder,Increase,12
Shallows/littoral,Low,winter,Alder,Increase >= RMSE,1
Shallows/littoral,Low,winter,Alder,Decrease,2
Shallows/littoral,Low,winter,Alder,|Decrease| >= RMSE,NA
Shallows/littoral,Low,winter,Birch,No change,54
Shallows/littoral,Low,winter,Birch,Increase,5
Shallows/littoral,Low,winter,Birch,Increase >= RMSE,2
Shallows/littoral,Low,winter,Birch,Decrease,1
Shallows/littoral,Low,winter,Birch,|Decrease| >= RMSE,NA
Shallows/littoral,Low,winter,Graminoids,No change,22
Shallows/littoral,Low,winter,Graminoids,Increase,10
Shallows/littoral,Low,winter,Graminoids,Increase >= RMSE,16
Shallows/littoral,Low,winter,Graminoids,Decrease,7
Shallows/littoral,Low,winter,Graminoids,|Decrease| >= RMSE,7
Shallows/littoral,Low,winter,Willow,No change,30
Shallows/littoral,Low,winter,Willow,Increase,12
Shallows/littoral,Low,winter,Willow,Increase >= RMSE,2
Shallows/littoral,Low,winter,Willow,Decrease,11
Shallows/littoral,Low,winter,Willow,|Decrease| >= RMSE,7
Shallows/littoral,Low,winter,Lichens,No change,9
Shallows/littoral,Low,winter,Lichens,Increase,3
Shallows/littoral,Low,winter,Lichens,Increase >= RMSE,44
Shallows/littoral,Low,winter,Lichens,Decrease,6
Shallows/littoral,Low,winter,Lichens,|Decrease| >= RMSE,NA
Barren,Low,winter,Deciduous shrubs,No change,725443.2588
Barren,Low,winter,Deciduous shrubs,Increase,89389.32157
Barren,Low,winter,Deciduous shrubs,Increase >= RMSE,46798.12549
Barren,Low,winter,Deciduous shrubs,Decrease,42863.17255
Barren,Low,winter,Deciduous shrubs,|Decrease| >= RMSE,5826.462745
Barren,Low,winter,Evergreen shrubs,No change,332834.3843
Barren,Low,winter,Evergreen shrubs,Increase,339029.1529
Barren,Low,winter,Evergreen shrubs,Increase >= RMSE,7166.423529
